auskunft,Art,stunde,monat,gespraeche,summe_dauer,avg_dauer,0,bis_10,bis_20,bis_30,bis_40,bis_50,bis_60,bis_70,bis_80,bis_90,bis_100,bis_110,bis_120,bis_130,bis_140,bis_150,bis_160,bis_170,bis_180,bis_190,bis_200,bis_210,bis_220,bis_230,bis_240,bis_250,bis_260,bis_270,bis_280,bis_290,bis_300,bis_360,bis_420,bis_480,bis_540,bis_600,bis_1200,bis_1800,bis_2400,bis_3000,ab_3001,Max,Anzahl,Kategorie(1.te),Max_Wert_Kategorie
11834,WV_zu_0800,20,03_2019,2,2039,1019.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,bis_90,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0800,21,03_2019,1,26,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_30,
11837,WV_zu_0800,9,03_2019,1,1532,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,bis_1800,
11837,WV_zu_0800,15,03_2019,1,696,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,bis_1200,
11833,WV_zu_0180,0,03_2019,36,2350,65.3,3,0,2,13,7,2,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13,1,bis_30,
11833,WV_zu_0180,1,03_2019,29,3013,103.9,2,0,0,13,4,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,13,1,bis_30,
11833,WV_zu_0180,2,03_2019,22,1597,72.6,4,0,0,10,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10,1,bis_30,
11833,WV_zu_0180,3,03_2019,29,1609,55.5,3,1,1,10,7,2,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,bis_30,
11833,WV_zu_0180,4,03_2019,26,1638,63,2,0,1,4,6,6,2,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,bis_40,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0180,5,03_2019,46,3442,74.8,6,0,2,16,12,4,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,16,1,bis_30,
11833,WV_zu_0180,6,03_2019,40,4522,113.1,6,2,1,9,9,6,0,0,1,1,3,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,9,2,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0180,7,03_2019,106,11660,110,36,1,6,35,13,6,7,1,0,1,2,1,0,0,1,1,1,4,1,2,1,3,0,0,1,2,1,1,1,1,1,5,2,1,0,2,1,0,0,0,0,35,1,bis_30,
11833,WV_zu_0180,8,03_2019,202,35162,174.1,57,3,6,24,17,11,5,7,4,3,5,4,3,8,5,5,3,5,1,10,4,4,5,4,1,4,1,3,3,3,3,19,5,3,5,3,2,1,0,0,0,24,1,bis_30,
11833,WV_zu_0180,9,03_2019,257,55628,216.5,64,6,9,22,10,5,6,9,10,10,12,8,5,9,7,6,3,3,4,2,5,4,7,6,6,2,4,5,5,2,4,16,15,8,6,1,13,0,2,0,0,22,1,bis_30,
11833,WV_zu_0180,10,03_2019,318,67427,212,103,9,4,19,13,7,8,16,16,8,16,8,8,7,6,9,11,8,6,5,10,8,5,7,8,3,4,6,2,2,5,24,18,6,6,3,15,1,1,0,0,24,1,bis_360,
11833,WV_zu_0180,11,03_2019,272,58388,214.7,80,4,4,19,16,10,9,7,7,6,13,5,10,5,7,4,5,7,8,8,13,4,11,9,4,2,3,4,2,3,2,16,11,7,3,8,14,2,0,0,0,19,1,bis_30,
11833,WV_zu_0180,12,03_2019,191,43588,228.2,52,3,6,19,5,5,4,2,9,4,2,8,4,3,8,5,10,5,3,4,4,7,4,1,3,0,2,1,2,1,2,13,12,14,6,0,8,2,0,0,0,19,1,bis_30,
11833,WV_zu_0180,13,03_2019,191,45288,237.1,70,6,2,8,5,7,5,5,6,1,12,7,8,7,4,6,5,3,4,3,4,2,3,6,4,4,2,1,2,3,2,18,8,4,6,6,9,3,0,0,0,18,1,bis_360,
11833,WV_zu_0180,14,03_2019,205,46646,227.5,49,3,3,8,5,11,5,6,5,7,17,7,6,6,2,5,7,3,6,5,3,8,3,3,5,2,4,4,4,0,2,10,8,9,6,5,11,1,0,0,0,17,1,bis_100,
11833,WV_zu_0180,15,03_2019,189,43325,229.2,66,3,8,12,10,5,3,5,4,9,10,3,5,5,4,4,5,3,5,1,2,6,2,3,3,4,3,2,6,3,2,9,11,11,5,0,11,2,0,0,0,12,1,bis_30,
11833,WV_zu_0180,16,03_2019,235,63300,269.4,68,6,2,12,12,5,8,8,5,7,12,8,3,6,6,5,5,4,6,7,3,4,2,4,1,5,7,2,1,4,1,16,11,8,7,7,20,5,0,0,0,20,1,bis_1200,
11833,WV_zu_0180,17,03_2019,170,46278,272.2,54,3,6,16,6,1,3,6,1,5,14,3,2,5,4,3,2,2,4,4,4,2,0,3,1,2,2,2,2,0,3,19,4,7,5,4,17,2,1,0,0,19,1,bis_360,
11833,WV_zu_0180,18,03_2019,131,30996,236.6,42,3,3,14,9,3,3,2,3,6,11,3,1,4,1,3,3,4,3,3,4,3,2,2,4,2,2,2,0,1,1,3,4,2,5,1,8,2,0,1,0,14,1,bis_30,
11833,WV_zu_0180,19,03_2019,73,11471,157.1,26,0,3,13,5,1,4,3,1,0,9,2,1,2,1,0,0,1,1,2,1,1,2,2,1,0,1,1,1,0,1,7,1,2,1,0,2,0,0,0,0,13,1,bis_30,
11833,WV_zu_0180,20,03_2019,61,9907,162.4,26,2,2,7,6,2,4,3,2,1,8,2,0,1,0,0,1,0,1,1,2,2,3,0,0,0,0,1,0,1,0,0,3,0,1,2,3,0,0,0,0,8,1,bis_100,
11833,WV_zu_0180,21,03_2019,40,8925,223.1,11,0,0,5,5,1,1,2,1,1,1,1,2,1,1,2,0,0,1,1,0,0,2,1,1,0,0,0,0,0,1,2,2,1,1,0,1,2,0,0,0,5,2,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0180,22,03_2019,40,4999,125,6,0,0,10,7,1,2,1,2,0,2,2,0,1,0,0,0,1,0,0,1,2,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,10,1,bis_30,
11833,WV_zu_0180,23,03_2019,24,3274,136.4,6,0,0,1,6,3,1,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,6,1,bis_40,
11834,WV_zu_0180,0,03_2019,1,14,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_20,
11834,WV_zu_0180,1,03_2019,1,113,113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_120,
11834,WV_zu_0180,3,03_2019,1,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_160,
11834,WV_zu_0180,7,03_2019,1,197,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_200,
11834,WV_zu_0180,9,03_2019,1,75,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_80,
11834,WV_zu_0180,10,03_2019,3,444,148,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,bis_90,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0180,11,03_2019,4,855,213.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,bis_90,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0180,12,03_2019,1,251,251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_260,
11834,WV_zu_0180,13,03_2019,1,366,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,bis_420,
11834,WV_zu_0180,14,03_2019,5,728,145.6,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,bis_110,
11834,WV_zu_0180,15,03_2019,2,826,413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,bis_60,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0180,16,03_2019,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0180,17,03_2019,4,767,191.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,bis_110,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0180,18,03_2019,3,751,250.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,bis_100,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0180,19,03_2019,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0180,20,03_2019,1,65,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_70,
11834,WV_zu_0180,21,03_2019,2,399,199.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,bis_130,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0180,22,03_2019,1,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_170,
11834,WV_zu_0180,23,03_2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0700,0,03_2019,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0700,8,03_2019,1,18,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_20,
11833,WV_zu_0700,9,03_2019,2,673,336.5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,bis_100,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0700,10,03_2019,2,61,30.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0700,11,03_2019,4,694,173.5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0700,12,03_2019,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0700,13,03_2019,3,117,39,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0700,15,03_2019,3,505,168.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,bis_110,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0700,16,03_2019,1,11,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_20,
11833,WV_zu_0700,17,03_2019,2,46,23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0700,18,03_2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0700,19,03_2019,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_10,
11833,WV_zu_0700,20,03_2019,1,19,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_20,
11833,WV_zu_0700,21,03_2019,1,173,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_180,
11833,WV_zu_ALLE,0,03_2019,754,54623,72.4,75,19,22,68,154,162,87,54,29,27,27,15,14,11,6,4,3,5,2,3,1,3,3,3,3,2,2,0,1,0,0,6,5,3,4,2,4,0,0,0,0,162,1,bis_50,
11833,WV_zu_ALLE,1,03_2019,515,40679,79,52,12,25,55,109,95,56,23,28,12,8,11,6,9,4,8,3,1,4,4,1,2,3,1,3,1,4,1,1,2,0,5,10,1,3,0,3,1,0,0,0,109,1,bis_40,
11833,WV_zu_ALLE,2,03_2019,341,36046,105.7,68,10,12,27,73,55,37,20,16,9,11,7,3,7,5,3,2,3,0,0,1,3,1,2,4,1,3,3,1,4,2,5,2,0,2,0,5,0,0,2,0,73,1,bis_40,
11833,WV_zu_ALLE,3,03_2019,256,18798,73.4,46,10,14,30,46,38,26,8,12,13,7,12,6,3,3,2,5,0,3,3,1,3,0,0,0,1,0,1,1,1,1,2,1,1,0,2,0,0,0,0,0,46,1,bis_40,
11833,WV_zu_ALLE,4,03_2019,206,20734,100.7,36,8,7,19,31,42,22,5,7,5,8,4,5,2,1,3,2,5,1,6,1,1,1,0,1,1,0,1,1,1,1,4,5,1,0,1,2,1,0,0,0,42,1,bis_50,
11833,WV_zu_ALLE,5,03_2019,263,29035,110.4,33,5,13,42,42,24,19,13,10,15,10,7,3,7,1,4,3,0,2,4,4,0,1,1,2,1,2,2,2,0,1,9,4,3,2,0,4,1,0,0,0,42,2,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_ALLE,6,03_2019,426,46374,108.9,86,23,30,45,53,42,36,22,16,16,11,11,14,6,9,8,4,3,8,7,11,5,3,3,2,4,1,2,2,1,4,3,2,4,1,3,11,0,0,0,0,53,1,bis_40,
11833,WV_zu_ALLE,7,03_2019,2162,225724,104.4,470,78,177,294,211,223,150,113,90,89,75,52,49,53,49,44,36,28,31,27,18,19,18,11,14,13,12,11,9,14,7,47,26,17,12,12,29,3,1,0,0,294,1,bis_30,
11833,WV_zu_ALLE,8,03_2019,8302,1267401,152.7,2011,191,502,599,642,559,497,417,350,350,335,298,241,247,195,217,180,160,159,144,148,121,110,96,100,68,80,69,72,48,50,303,196,132,89,71,226,28,5,6,1,642,1,bis_40,
11833,WV_zu_ALLE,9,03_2019,13268,2250431,169.6,3427,377,625,839,878,771,714,664,611,540,540,489,437,357,370,330,322,269,254,195,237,196,194,185,159,152,145,134,121,132,109,493,363,232,185,121,430,69,19,10,0,878,1,bis_40,
11833,WV_zu_ALLE,10,03_2019,14784,2614086,176.8,3679,389,661,900,899,872,808,726,678,591,590,561,478,447,415,388,353,326,293,257,255,240,187,195,194,156,151,136,132,114,129,584,418,254,189,127,563,82,24,22,0,900,1,bis_30,
11833,WV_zu_ALLE,11,03_2019,13381,2304178,172.2,3039,361,700,822,865,794,766,679,569,591,496,459,415,375,379,337,280,276,260,228,222,190,211,180,161,158,162,107,113,109,105,532,369,227,175,141,455,73,24,15,0,865,1,bis_40,
11833,WV_zu_ALLE,12,03_2019,8697,1433241,164.8,1791,269,507,697,671,571,516,382,346,299,306,319,275,226,225,205,215,183,145,137,126,150,111,89,92,74,70,81,67,74,58,294,229,145,99,89,268,53,18,16,0,697,1,bis_30,
11833,WV_zu_ALLE,13,03_2019,8035,1342298,167.1,1612,250,466,624,548,513,462,419,362,310,299,261,214,231,200,193,158,157,154,124,124,122,96,92,79,99,67,78,66,70,37,280,207,151,103,66,285,44,11,13,0,624,1,bis_30,
11833,WV_zu_ALLE,14,03_2019,8512,1461378,171.7,1744,246,449,528,625,551,426,361,381,378,384,300,267,248,235,177,193,163,157,153,132,109,112,102,104,86,83,74,75,78,77,307,232,152,98,90,302,51,13,13,0,625,1,bis_40,
11833,WV_zu_ALLE,15,03_2019,8525,1475255,173.1,1910,249,494,584,650,530,501,423,357,377,311,276,254,231,208,203,177,160,156,129,128,131,127,88,95,85,73,72,77,57,50,302,201,168,120,88,299,56,20,18,0,650,1,bis_40,
11833,WV_zu_ALLE,16,03_2019,8015,1408881,175.8,1804,263,497,633,600,546,458,406,388,308,268,256,247,217,195,158,146,129,127,115,95,92,95,89,74,77,77,51,62,62,57,293,196,146,116,75,281,78,18,24,0,633,1,bis_30,
11833,WV_zu_ALLE,17,03_2019,6495,1094553,168.5,1469,249,464,591,578,525,397,330,250,253,227,186,176,161,124,156,110,109,79,74,77,70,64,65,59,49,47,30,38,40,32,166,130,99,87,52,245,59,22,25,0,591,1,bis_30,
11833,WV_zu_ALLE,18,03_2019,4569,802419,175.6,1003,175,316,424,427,406,280,243,179,184,134,137,115,109,104,71,77,73,62,65,47,54,48,36,37,30,35,30,17,25,18,116,63,62,55,41,177,51,21,25,0,427,1,bis_40,
11833,WV_zu_ALLE,19,03_2019,3385,569757,168.3,734,148,224,299,376,341,238,179,131,130,124,83,88,88,68,53,51,48,39,31,37,31,19,23,26,14,12,22,14,18,11,77,45,34,31,24,132,43,17,16,0,376,1,bis_40,
11833,WV_zu_ALLE,20,03_2019,2280,363036,159.2,413,96,103,179,266,296,202,129,99,83,66,63,57,44,51,37,29,23,26,28,26,16,13,9,15,8,15,9,7,10,11,41,35,36,15,17,76,22,11,11,0,296,1,bis_50,
11833,WV_zu_ALLE,21,03_2019,1605,215508,134.3,214,42,70,112,286,250,153,105,78,60,39,37,26,25,17,24,21,15,13,8,11,11,13,13,10,6,12,4,3,6,6,17,13,15,12,7,39,9,8,9,0,286,1,bis_40,
11833,WV_zu_ALLE,22,03_2019,1314,120713,91.9,141,23,34,106,333,264,140,77,57,42,27,17,21,13,13,7,11,8,5,7,5,5,8,5,5,2,4,2,4,3,2,19,8,11,3,4,9,4,2,4,0,333,1,bis_40,
11833,WV_zu_ALLE,23,03_2019,1030,77350,75.1,111,23,34,88,286,205,105,60,37,24,27,16,12,9,12,8,8,4,4,4,5,4,2,4,3,3,0,2,3,5,1,6,8,4,4,1,7,0,2,0,0,286,1,bis_40,
11834,WV_zu_ALLE,0,03_2019,8,3390,423.8,2,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_ALLE,1,03_2019,5,691,138.2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,bis_120,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_ALLE,2,03_2019,3,304,101.3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_ALLE,3,03_2019,6,1692,282,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_ALLE,4,03_2019,6,738,123,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_ALLE,5,03_2019,1,11,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_20,
11834,WV_zu_ALLE,6,03_2019,7,585,83.6,1,0,1,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,bis_110,
11834,WV_zu_ALLE,7,03_2019,19,2834,149.2,3,0,3,4,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,4,1,bis_30,
11834,WV_zu_ALLE,8,03_2019,81,14562,179.8,17,3,5,6,5,6,3,3,2,5,2,4,2,2,1,5,2,2,2,1,0,0,1,1,0,0,1,2,2,1,0,5,1,0,0,0,5,1,0,0,0,6,2,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_ALLE,9,03_2019,181,33218,183.5,33,7,5,6,1,11,15,11,8,8,7,7,5,12,5,2,2,5,6,5,2,2,2,3,3,1,3,3,1,1,2,3,8,4,7,1,6,1,0,0,0,15,1,bis_60,
11834,WV_zu_ALLE,10,03_2019,211,49032,232.4,65,5,12,9,8,11,8,5,17,7,6,5,4,9,5,5,9,1,5,2,4,2,3,8,3,2,2,2,6,1,3,5,12,5,2,4,10,2,0,2,0,17,1,bis_80,
11834,WV_zu_ALLE,11,03_2019,222,44838,202,51,5,7,7,6,9,8,12,9,11,7,15,9,9,6,4,6,5,4,6,10,7,5,3,4,2,1,2,2,1,0,9,7,6,5,3,8,1,0,1,0,15,1,bis_110,
11834,WV_zu_ALLE,12,03_2019,106,22990,216.9,29,6,3,6,7,10,4,6,4,1,5,0,4,3,3,2,5,7,0,1,0,0,3,1,1,0,1,0,0,0,1,8,1,1,3,2,4,2,0,1,0,10,1,bis_50,
11834,WV_zu_ALLE,13,03_2019,100,20222,202.2,22,8,3,4,4,8,2,1,5,7,4,4,6,2,2,3,1,5,1,2,1,2,1,1,1,1,0,0,0,0,0,4,2,3,3,4,3,2,0,0,0,8,2,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_ALLE,14,03_2019,146,31383,215,47,4,7,4,9,12,6,4,3,10,6,7,2,3,7,6,1,1,1,2,2,2,2,4,1,1,1,4,2,1,2,7,3,6,2,0,9,1,0,1,0,12,1,bis_50,
11834,WV_zu_ALLE,15,03_2019,129,27965,216.8,45,5,2,9,10,4,4,3,4,5,4,2,2,4,7,5,3,2,2,2,5,4,3,0,5,3,1,1,1,1,0,5,5,4,0,4,5,3,0,0,0,10,1,bis_40,
11834,WV_zu_ALLE,16,03_2019,110,25866,235.1,44,5,5,4,6,7,6,6,3,2,2,8,3,4,3,0,2,1,1,0,2,2,3,2,2,1,0,0,1,2,0,7,4,3,1,3,7,1,1,0,0,8,1,bis_110,
